Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,vader_scores,vader_compound,vader_pos,vader_neu,vader_neg,roberta_neg,roberta_neu,roberta_pos,pipeline_label,pipeline_score
11,B0001PB9FE,A3HDKO7OW0QNK4,Canadian Fan,1,1,5,1107820800,The Best Hot Sauce in the World,"I don't know if it's the cactus or the tequila or just the unique combination of ingredients, but the flavour of this hot sauce makes it one of a kind!  We picked up a bottle once on a trip we were on and brought it back home with us and were totally blown away!  When we realized that we simply couldn't find it anywhere in our city we were bummed.<br /><br />Now, because of the magic of the internet, we have a case of the sauce and are ecstatic because of it.<br /><br />If you love hot sauce..I mean really love hot sauce, but don't want a sauce that tastelessly burns your throat, grab a bottle of Tequila Picante Gourmet de Inclan.  Just realize that once you taste it, you will never want to use any other sauce.<br /><br />Thank you for the personal, incredible service!","{'neg': 0.017, 'neu': 0.846, 'pos': 0.137, 'compound': 0.9746}",0.9746,0.137,0.846,0.017,0.019134169444441795,0.07104460895061493,0.9098212122917175,POSITIVE,0.8171154260635376
12,B0009XLVG0,A2725IB4YY9JEB,"A Poeng ""SparkyGoHome""",4,4,5,1282867200,"My cats LOVE this ""diet"" food better than their regular food","One of my boys needed to lose some weight and the other didn't.  I put this food on the floor for the chubby guy, and the protein-rich, no by-product food up higher where only my skinny boy can jump.  The higher food sits going stale.  They both really go for this food.  And my chubby boy has been losing about an ounce a week.","{'neg': 0.113, 'neu': 0.887, 'pos': 0.0, 'compound': -0.7579}",-0.7579,0.0,0.887,0.113,0.3726431727409363,0.5196990370750427,0.10765772312879562,NEGATIVE,0.9992430210113525
13,B0009XLVG0,A327PCT23YH90,LT,1,1,1,1339545600,My Cats Are Not Fans of the New Food,"My cats have been happily eating Felidae Platinum for more than two years. I just got a new bag and the shape of the food is different. They tried the new food when I first put it in their bowls and now the bowls sit full and the kitties will not touch the food. I've noticed similar reviews related to formula changes in the past. Unfortunately, I now need to find a new food that my cats will eat.","{'neg': 0.031, 'neu': 0.923, 'pos': 0.046, 'compound': 0.296}",0.296,0.046,0.923,0.031,0.46612483263015747,0.41525915265083313,0.11861607432365417,NEGATIVE,0.9899449944496155
14,B001GVISJM,A18ECVX2RJ7HUE,"willie ""roadie""",2,2,4,1288915200,fresh and greasy!,good flavor! these came securely packed... they were fresh and delicious! i love these Twizzlers!,"{'neg': 0.0, 'neu': 0.355, 'pos': 0.645, 'compound': 0.9466}",0.9466,0.645,0.355,0.0,0.0014077478554099798,0.005883274599909782,0.9927089214324951,POSITIVE,0.9998890161514282
15,B001GVISJM,A2MUGFV2TDQ47K,"Lynrie ""Oh HELL no""",4,5,5,1268352000,Strawberry Twizzlers - Yummy,The Strawberry Twizzlers are my guilty pleasure - yummy. Six pounds will be around for a while with my son and I.,"{'neg': 0.104, 'neu': 0.632, 'pos': 0.264, 'compound': 0.6486}",0.6486,0.264,0.632,0.104,0.0018244234379380941,0.021840961650013924,0.9763345718383789,POSITIVE,0.9976365566253662
16,B001GVISJM,A1CZX3CP8IKQIJ,Brian A. Lee,4,5,5,1262044800,"Lots of twizzlers, just what you expect.",My daughter loves twizzlers and this shipment of six pounds really hit the spot. It's exactly what you would expect...six packages of strawberry twizzlers.,"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.5719}",0.5719,0.139,0.861,0.0,0.004562125075608492,0.03232540562748909,0.9631125330924988,POSITIVE,0.9992697834968567
17,B001GVISJM,A3KLWF6WQ5BNYO,Erica Neathery,0,0,2,1348099200,poor taste,I love eating them and they are good for watching TV and looking at movies! It is not too sweet. I like to transfer them to a zip lock baggie so they stay fresh so I can take my time eating them.,"{'neg': 0.097, 'neu': 0.694, 'pos': 0.209, 'compound': 0.7481}",0.7481,0.209,0.694,0.097,0.00292259082198143,0.013419528491795063,0.9836578965187073,POSITIVE,0.9688597917556763
18,B001GVISJM,AFKW14U97Z6QO,Becca,0,0,5,1345075200,Love it!,I am very satisfied with my Twizzler purchase.  I shared these with others and we have all enjoyed them.  I will definitely be ordering more.,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.8883}",0.8883,0.39,0.61,0.0,0.0011118244146928191,0.008006266318261623,0.9908819198608398,POSITIVE,0.9998708963394165
19,B001GVISJM,A2A9X58G2GTBLP,Wolfee1,0,0,5,1324598400,GREAT SWEET CANDY!,"Twizzlers, Strawberry my childhood favorite candy, made in Lancaster Pennsylvania by Y & S Candies, Inc. one of the oldest confectionery Firms in the United States, now a Subsidiary of the Hershey Company, the Company was established in 1845 as Young and Smylie, they also make Apple Licorice Twists, Green Color and Blue Raspberry Licorice Twists, I like them all<br /><br />I keep it in a dry cool place because is not recommended it to put it in the fridge. According to the Guinness Book of Records, the longest Licorice Twist ever made measured 1.200 Feet (370 M) and weighted 100 Pounds (45 Kg) and was made by Y & S Candies, Inc. This Record-Breaking Twist became a Guinness World Record on July 19, 1998. This Product is Kosher! Thank You","{'neg': 0.012, 'neu': 0.885, 'pos': 0.103, 'compound': 0.8957}",0.8957,0.103,0.885,0.012,0.0030300775542855263,0.14215372502803802,0.854816198348999,NEGATIVE,0.9350290298461914
20,B001GVISJM,A3IV7CL2C13K2U,Greg,0,0,5,1318032000,Home delivered twizlers,Candy was delivered very fast and was purchased at a reasonable price.  I was home bound and unable to get to a store so this was perfect for me.,"{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.6077}",0.6077,0.137,0.863,0.0,0.005554629024118185,0.0324692502617836,0.961976170539856,POSITIVE,0.9976370334625244
21,B001GVISJM,A1WO0KGLPR5PV6,mom2emma,0,0,5,1313452800,Always fresh,"My husband is a Twizzlers addict.  We've bought these many times from Amazon because we're government employees living overseas and can't get them in the country we are assigned to.  They've always been fresh and tasty, packed well and arrive in a timely manner.","{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.6249}",0.6249,0.135,0.865,0.0,0.010422167368233204,0.06525929272174835,0.9243186116218567,POSITIVE,0.9998146891593933
22,B001GVISJM,AZOF9E17RGZH8,Tammy Anderson,0,0,5,1308960000,TWIZZLERS,"I bought these for my husband who is currently overseas. He loves these, and apparently his staff likes them also.<br />There are generous amounts of Twizzlers in each 16-ounce bag, and this was well worth the price. <a href=""http://www.amazon.com/gp/product/B001GVISJM"">Twizzlers, Strawberry, 16-Ounce Bags (Pack of 6)</a>","{'neg': 0.0, 'neu': 0.739, 'pos': 0.261, 'compound': 0.9153}",0.9153,0.261,0.739,0.0,0.0016783976461738348,0.020744014531373978,0.9775775671005249,POSITIVE,0.9996742010116577
23,B001GVISJM,ARYVQL4N737A1,Charles Brown,0,0,5,1304899200,Delicious product!,I can remember buying this candy as a kid and the quality hasn't dropped in all these years. Still a superb product you won't be disappointed with.,"{'neg': 0.0, 'neu': 0.768, 'pos': 0.232, 'compound': 0.7687}",0.7687,0.232,0.768,0.0,0.009479413740336895,0.056938644498586655,0.9335819482803345,POSITIVE,0.9995959401130676
24,B001GVISJM,AJ613OLZZUG7V,Mare's,0,0,5,1304467200,Twizzlers,I love this candy.  After weight watchers I had to cut back but still have a craving for it.,"{'neg': 0.085, 'neu': 0.771, 'pos': 0.143, 'compound': 0.2617}",0.2617,0.143,0.771,0.085,0.003261180594563484,0.02322298288345337,0.9735158681869507,POSITIVE,0.9991275668144226
25,B001GVISJM,A22P2J09NJ9HKE,"S. Cabanaugh ""jilly pepper""",0,0,5,1295481600,Please sell these in Mexico!!,"I have lived out of the US for over 7 yrs now, and I so miss my Twizzlers!!  When I go back to visit or someone visits me, I always stock up.  All I can say is YUM!<br />Sell these in Mexico and you will have a faithful buyer, more often than I'm able to buy them right now.","{'neg': 0.038, 'neu': 0.895, 'pos': 0.068, 'compound': 0.3939}",0.3939,0.068,0.895,0.038,0.44952744245529175,0.39073458313941956,0.1597379595041275,POSITIVE,0.9971465468406677
26,B001GVISJM,A3FONPR03H3PJS,"Deborah S. Linzer ""Cat Lady""",0,0,5,1288310400,Twizzlers - Strawberry,"Product received is as advertised.<br /><br /><a href=""http://www.amazon.com/gp/product/B001GVISJM"">Twizzlers, Strawberry, 16-Ounce Bags (Pack of 6)</a>","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,0.04531401768326759,0.778621256351471,0.17606474459171295,NEGATIVE,0.9962425231933594
27,B001GVISJM,A3RXAU2N8KV45G,lady21,0,1,1,1332633600,Nasty No flavor,"The candy is just red , No flavor . Just  plan and chewy .  I would never buy them again","{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.296}",-0.296,0.0,0.872,0.128,0.9533156752586365,0.040582891553640366,0.006101397331804037,NEGATIVE,0.9988172650337219
28,B001GVISJM,AAAS38B98HMIK,Heather Dube,0,1,4,1331856000,Great Bargain for the Price,I was so glad Amazon carried these batteries.  I have a hard time finding them elsewhere because they are such a unique size.  I need them for my garage door opener.<br />Great deal for the price.,"{'neg': 0.04, 'neu': 0.808, 'pos': 0.152, 'compound': 0.5956}",0.5956,0.152,0.808,0.04,0.0038475850597023964,0.02275417186319828,0.9733982682228088,NEGATIVE,0.5259731411933899
29,B00144C10S,A2F4LZVGFLD1OB,DaisyH,0,0,5,1338854400,YUMMY!,"I got this for my Mum who is not diabetic but needs to watch her sugar intake, and my father who simply chooses to limit unnecessary sugar intake - she's the one with the sweet tooth - they both LOVED these toffees, you would never guess that they're sugar-free and it's so great that you can eat them pretty much guilt free!  i was so impressed that i've ordered some for myself (w dark chocolate) to take to the office so i'll eat them instead of snacking on sugary sweets.<br />These are just EXCELLENT!","{'neg': 0.022, 'neu': 0.669, 'pos': 0.309, 'compound': 0.9913}",0.9913,0.309,0.669,0.022,0.004532335326075554,0.01412659976631403,0.9813410043716431,POSITIVE,0.9997897744178772
30,B0001PB9FY,A3HDKO7OW0QNK4,Canadian Fan,1,1,5,1107820800,The Best Hot Sauce in the World,"I don't know if it's the cactus or the tequila or just the unique combination of ingredients, but the flavour of this hot sauce makes it one of a kind!  We picked up a bottle once on a trip we were on and brought it back home with us and were totally blown away!  When we realized that we simply couldn't find it anywhere in our city we were bummed.<br /><br />Now, because of the magic of the internet, we have a case of the sauce and are ecstatic because of it.<br /><br />If you love hot sauce..I mean really love hot sauce, but don't want a sauce that tastelessly burns your throat, grab a bottle of Tequila Picante Gourmet de Inclan.  Just realize that once you taste it, you will never want to use any other sauce.<br /><br />Thank you for the personal, incredible service!","{'neg': 0.017, 'neu': 0.846, 'pos': 0.137, 'compound': 0.9746}",0.9746,0.137,0.846,0.017,0.019134169444441795,0.07104460895061493,0.9098212122917175,POSITIVE,0.8171154260635376
31,B003F6UO7K,AFM0O9480F04W,Sherril,0,0,5,1297641600,Great machine!,"I have never been a huge coffee fan. However, my mother purchased this little machine and talked me into trying the Latte Macciato. No Coffee Shop has a better one and I like most of the other products, too (as a usually non-coffee drinker!).<br />The little Dolche Guesto Machine is super easy to use and prepares a really good Coffee/Latte/Cappuccino/etc in less than a minute (if water is heated up). I would recommend the Dolce Gusto to anyone. Too good for the price and I'am getting one myself! :)","{'neg': 0.041, 'neu': 0.692, 'pos': 0.267, 'compound': 0.9713}",0.9713,0.267,0.692,0.041,0.0024305141996592283,0.016508134081959724,0.9810613393783569,POSITIVE,0.9846732020378113
32,B003F6UO7K,A31OQO709M20Y7,"Molly V. Smith ""staral""",0,1,5,1288310400,THIS IS MY TASTE...,"This offer is a great price and a great taste, thanks Amazon for selling this product.<br /><br />Staral","{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.9153}",0.9153,0.516,0.484,0.0,0.0013848732924088836,0.009927844628691673,0.98868727684021,POSITIVE,0.9996780157089233
33,B001EO5QW8,AOVROBZ8BNTP7,S. Potter,19,19,4,1163376000,Best of the Instant Oatmeals,"McCann's Instant Oatmeal is great if you must have your oatmeal but can only scrape together two or three minutes to prepare it. There is no escaping the fact, however, that even the best instant oatmeal is nowhere near as good as even a store brand of oatmeal requiring stovetop preparation.  Still, the McCann's is as good as it gets for instant oatmeal. It's even better than the organic, all-natural brands I have tried.  All the varieties in the McCann's variety pack taste good.  It can be prepared in the microwave or by adding boiling water so it is convenient in the extreme when time is an issue.<br /><br />McCann's use of actual cane sugar instead of high fructose corn syrup helped me decide to buy this product.  Real sugar tastes better and is not as harmful as the other stuff. One thing I do not like, though, is McCann's use of thickeners.  Oats plus water plus heat should make a creamy, tasty oatmeal without the need for guar gum. But this is a convenience product.  Maybe the guar gum is why, after sitting in the bowl a while, the instant McCann's becomes too thick and gluey.","{'neg': 0.069, 'neu': 0.839, 'pos': 0.092, 'compound': 0.7103}",0.7103,0.092,0.839,0.069,0.1185334250330925,0.3294421434402466,0.5520244240760803,POSITIVE,0.9977447986602783
34,B001EO5QW8,A3PMM0NFVEJGK9,"Megan ""Bad at Nicknames""",13,13,4,1166313600,Good Instant,"This is a good instant oatmeal from the best oatmeal brand.  It uses cane sugar instead of high fructouse corn syrup, so not only does it have a better sweetness, but some doctors now say that this form of sugar is better for you.  Great on a cold morning when you don't have time to make McCann's Steel Cut Oats.  The apple cinnamon is the best but the maple and brown sugar or the regular are good too.  Plus they don't require doctoring to actually tell the three flavors apart.","{'neg': 0.024, 'neu': 0.72, 'pos': 0.256, 'compound': 0.9779}",0.9779,0.256,0.72,0.024,0.0049691456370055676,0.051026467233896255,0.9440043568611145,POSITIVE,0.9988853335380554
35,B001EO5QW8,A2EB6OGOWCRU5H,CorbyJames,9,9,5,1175212800,Great Irish oatmeal for those in a hurry!,"Instant oatmeal can become soggy the minute the water hits the bowl. McCann's Instant Oatmeal holds its texture, has excellent flavor, and is good for you all at the same time. McCann's regular oat meal is excellent, too, but may take a bit longer to prepare than most have time for in the morning. This is the best instant brand I've ever eaten, and a very close second to the non-instant variety.<br /><br />McCann's Instant Irish Oatmeal, Variety Pack of Regular, Apples & Cinnamon, and Maple & Brown Sugar, 10-Count Boxes (Pack of 6)","{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.9091}",0.9091,0.126,0.874,0.0,0.002159758238121867,0.01779363304376602,0.9800466299057007,POSITIVE,0.9995205402374268
36,B001EO5QW8,A2CI0RLADCRKPF,T. J. Ryan,3,3,4,1210464000,satisfying,"McCann's Instant Irish Oatmeal, Variety Pack of Regular, Apples & Cinnamon, and Maple & Brown Sugar, 10-Count Boxes (Pack of 6)<br /><br />I'm a fan of the McCann's steel-cut oats, so I thought I'd give the instant variety a try. I found it to be a hardy meal, not too sweet, and great for folks like me (post-bariatric surgery) who need food that is palatable, easily digestible, with fiber but won't make you bloat.","{'neg': 0.024, 'neu': 0.821, 'pos': 0.155, 'compound': 0.7622}",0.7622,0.155,0.821,0.024,0.0030508378986269236,0.08110061287879944,0.9158486127853394,POSITIVE,0.999298095703125
37,B001EO5QW8,A1MYS9LFFBIYKM,"Abby Chase ""gluten free""",2,2,5,1190851200,Love Gluten Free Oatmeal!!!,"For those of us with celiac disease this product is a lifesaver and what could be better than getting it at almost half the price of the grocery or health food store!  I love McCann's instant oatmeal - all flavors!!!<br /><br />Thanks,<br />Abby","{'neg': 0.0, 'neu': 0.754, 'pos': 0.246, 'compound': 0.9196}",0.9196,0.246,0.754,0.0,0.0024345770943909883,0.011576185002923012,0.9859892129898071,POSITIVE,0.998975396156311
38,B001EO5QW8,A3MGP2E1ZZ6GRB,"Zardoz ""focuspuller""",1,1,5,1238457600,it's oatmeal,"What else do you need to know? Oatmeal, instant (make it with a half cup of low-fat milk and add raisins;nuke for 90 seconds). More expensive than Kroger store brand oatmeal and maybe a little tastier or better texture or something. It's still just oatmeal. Mmm, convenient!","{'neg': 0.0, 'neu': 0.938, 'pos': 0.062, 'compound': 0.4457}",0.4457,0.062,0.938,0.0,0.03896911069750786,0.22200043499469757,0.7390304803848267,NEGATIVE,0.9933993816375732
39,B001EO5QW8,A2GHZ2UTV2B0CD,JERRY REITH,0,0,4,1350777600,GOOD WAY TO START THE DAY....,"I WAS VISITING MY FRIEND NATE THE OTHER MORNING FOR COFFEE , HE CAME OUT OF HIS STORAGE ROOM WITH ( A PACKET OF McCANNS INSTANT IRISH OATMEAL .) HE SUGGESTED THAT I TRY IT FOR MY OWN USE ,IN MY STASH . SOMETIMES NATE DOSE NOT GIVE YOU A CHANCE TO SAY NO , SO I ENDED UP TRYING THE APPLE AND CINN . FOUND IT TO BE VERY TASTEFULL WHEN MADE WITH WATER OR POWDERED MILK . IT GOES GOOD WITH O.J. AND COFFEE AND A SLICE OF TOAST AND YOUR READY TO TAKE ON THE WORLD...OR THE DAY AT LEAST..  JERRY REITH...","{'neg': 0.05, 'neu': 0.846, 'pos': 0.104, 'compound': 0.7638}",0.7638,0.104,0.846,0.05,0.014056225307285786,0.2988297939300537,0.6871140003204346,POSITIVE,0.9968936443328857
40,B001EO5QW8,AO80AC8313NIZ,kYpondman,0,0,5,1317168000,Wife's favorite Breakfast,"I ordered this for my wife as it was reccomended by our daughter.  She has this almost every morning and likes all flavors.  She's happy, I'm happy!!!<br /><a href=""http://www.amazon.com/gp/product/B001EO5QW8"">McCANN'S Instant Irish Oatmeal, Variety Pack of Regular, Apples & Cinnamon, and Maple & Brown Sugar, 10-Count Boxes (Pack of 6)</a>","{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.8114}",0.8114,0.144,0.856,0.0,0.0012026610784232616,0.023010892793536186,0.9757864475250244,POSITIVE,0.9997797608375549
41,B001EO5QW8,AQCY5KRO7489S,Garrett,0,0,5,1303430400,Why wouldn't you buy oatmeal from Mcanns? Tastes great!,"The variety packs taste great!<br /><br />I have them every morning. At $0.30 cents per meal, I don't understand why everyone on earth isn't buying this stuff up.<br /><br />Maple and brown sugar is terrific, followed by apples and cinnamon, followed by regular. You don't get tired of the same ole thing, and they taste great.<br /><br />I just boil water from a small pot, empty the packet or 2 in a bowl, pour in boiling water, and watch it expand to 2x its size!<br /><br />Taste really good and takes minutes to prepare.<br /><br />Not sure why everyone on earth isn't this. Convenient, healthy, very quick, excellent quality, and extremely cheap...","{'neg': 0.033, 'neu': 0.82, 'pos': 0.147, 'compound': 0.9301}",0.9301,0.147,0.82,0.033,0.009690559469163418,0.03783319890499115,0.9524762630462646,POSITIVE,0.9996547698974609
42,B001EO5QW8,A1WK4ALVZDYPUE,"Dick Baldwin ""christobe""",0,0,5,1302134400,Oatmeal For Oatmeal Lovers,"McCann's makes oatmeal for every oatmeal connoisseur, whether one likes it from the raw pellet state that cooks for half an hour, to the sloth addled instant, which can be done in the microwave for under three minutes. It's all good, that's for sure, and the beauty of the instant variety is that it is available in different flavors as well as regular.<br />  This variety pack allows different tastes to be explored, as well as giving you a chance to experience the difference between McCann's and other well-known oatmeals. What I personally like about McCann's is that it cooks up thicker and with more body than the top brand here in America. The Apples & Cinnamon, though, tends to be a little liquidy so you may want to experiment with the amount of water you add. In my 1300watt microwave the oatmeal cooks up in about one minute and twenty-seven seconds, so you should also watch that to get a handle on how much time and water to use.<br />  The only bad thing -- if you can consider it a bad thing -- about this offering is that you have to buy in lot so you'll end up with six ten-count boxes. This is good if you have a whole family of oatmeal-eaters, but if you're a single person alone -- well, love oatmeal.","{'neg': 0.03, 'neu': 0.848, 'pos': 0.122, 'compound': 0.9435}",0.9435,0.122,0.848,0.03,0.03651167079806328,0.18096739053726196,0.7825209498405457,POSITIVE,0.9997188448905945
43,B001EO5QW8,A16XFOYQSJREL7,Roger Pugliese,0,0,5,1287014400,Food-Great,I have McCann's Oatmeal every morning and by ordering it from Amazon I am able to save almost $3.00 per box.<br />It is a great product. Tastes great and very healthy,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.9441}",0.9441,0.412,0.588,0.0,0.0014039382804185152,0.009315227158367634,0.9892808794975281,POSITIVE,0.9996805191040039
44,B001EO5QW8,A17DW6SUOC70DJ,Mother of 9,0,0,5,1255392000,Good Hot Breakfast,"McCann's Oatmeal is a good quality choice.  Our favorite is the Apples and Cinnamon, but we find that none of these are overly sugary.  For a good hot breakfast in 2 minutes, this is excellent.","{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.9161}",0.9161,0.315,0.685,0.0,0.0019128783605992794,0.016714520752429962,0.981372594833374,POSITIVE,0.9993491768836975
45,B001EO5QW8,A2G7B7FKP2O2PU,D. Leschke,0,0,5,1209686400,Great taste and convenience,We really like the McCann's steel cut oats but find we don't cook it up too often.<br />This tastes much better to me than the grocery store brands and is just as convenient.<br />Anything that keeps me eating oatmeal regularly is a good thing.,"{'neg': 0.031, 'neu': 0.778, 'pos': 0.191, 'compound': 0.8421}",0.8421,0.191,0.778,0.031,0.005844247993081808,0.04115189239382744,0.9530038833618164,POSITIVE,0.9912444949150085
46,B001EO5QW8,A39Z97950MCTQE,K. A. Freel,0,0,3,1205193600,Hearty Oatmeal,"This seems a little more wholesome than some of the supermarket brands, but it is somewhat mushy and doesn't have quite as much flavor either.  It didn't pass muster with my kids, so I probably won't buy it again.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,0.8868877291679382,0.0992542952299118,0.013857937417924404,NEGATIVE,0.9996598958969116
47,B001EO5QW8,AQLL2R1PPR46X,grumpyrainbow,0,0,5,1192752000,good,Good oatmeal.  I like the apple cinnamon the best.  Though I wouldn't follow the directions on the package since it always comes out too soupy for my taste.  That could just be me since I like my oatmeal really thick to add some milk on top of.,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.9169}",0.9169,0.263,0.737,0.0,0.10034392774105072,0.2955039143562317,0.6041521430015564,POSITIVE,0.9979078769683838
48,B001EO5QW8,A26AY1TFK8BQXQ,"kbogo ""shoelover""",1,2,3,1200096000,Mushy,"The flavors are good.  However, I do not see any differce between this and Oaker Oats brand - they are both mushy.","{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.4404}",0.4404,0.132,0.868,0.0,0.16032908856868744,0.3389703333377838,0.5007005929946899,POSITIVE,0.9993141889572144
49,B001EO5QW8,ALOR97KTZTK1P,knitty pants,1,2,4,1191715200,Very good but next time I won't order the Variety Pack,"I really like the Maple and Brown Sugar flavor. The regular is fine with brown sugar added. The Apples and Cinnamon flavor is OK. This is a very quick, easy and satisfying breakfast and I'll order this brand again, but not the variety. I'll get all Maple and Brown Sugar.","{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.747}",0.747,0.179,0.821,0.0,0.003388423938304186,0.021274348720908165,0.9753372073173523,POSITIVE,0.9998181462287903
